FECHA,TMAX,TMIN,NOMBRE
2023-10-24,21,12.9,SAN LUIS AERO
2023-10-24,21.9,13.6,SAN MARTIN (MZA)
2023-10-24,17.1,10.5,SAN RAFAEL AERO
2023-10-24,22.5,8.6,SANTA CRUZ AERO
2023-10-24,18,10.7,SANTA ROSA AERO
2023-10-24,26.6,,SANTA ROSA DE CONLARA AERO
2023-10-24,26.4,16.8,SANTIAGO DEL ESTERO AERO
2023-10-24,21.8,17.9,SAUCE VIEJO AERO
2023-10-24,24,16.7,SUNCHALES AERO
2023-10-24,17,7,TANDIL AERO
2023-10-24,,25,TARTAGAL AERO
2023-10-24,25.5,17.3,TERMAS DE RIO HONDO AERO
2023-10-24,29,19,TINOGASTA
2023-10-24,21.4,3.3,TRELEW AERO
2023-10-24,19.5,12.5,TRENQUE LAUQUEN
2023-10-24,17,7.1,TRES ARROYOS
2023-10-24,23,16,TUCUMAN AERO
2023-10-24,14.4,5.3,USHUAIA AERO
2023-10-24,24,10,USPALLATA
2023-10-24,19.5,15,VENADO TUERTO AERO
2023-10-24,18,10.9,VICTORICA
2023-10-24,20.3,8.5,VIEDMA AERO
2023-10-24,22.9,14,VILLA DE MARIA DEL RIO SECO
2023-10-24,26.6,14,VILLA DOLORES AERO
2023-10-24,14.6,10.8,VILLA GESELL AERO
2023-10-24,17.8,11.2,VILLA REYNOLDS AERO
2023-10-23,20,16.3,AEROPARQUE AERO
2023-10-23,19.5,11.6,AZUL AERO
2023-10-23,14,11.4,BAHIA BLANCA AERO
2023-10-23,19,7.5,BARILOCHE AERO
2023-10-23,-6.7,-15.1,BASE BELGRANO II
2023-10-23,2.2,-4,BASE CARLINI (EX JUBANY)
2023-10-23,7.1,-4.6,BASE ESPERANZA
2023-10-23,4.7,-8.4,BASE MARAMBIO
2023-10-23,0.4,-11.5,BASE ORCADAS
2023-10-23,3.2,-4.1,BASE SAN MARTIN
2023-10-23,16.5,11,BENITO JUAREZ AERO
2023-10-23,27,18.6,BERNARDO DE IRIGOYEN AERO
2023-10-23,19.1,12,BOLIVAR AERO
2023-10-23,20.6,16.7,BUENOS AIRES OBSERVATORIO
2023-10-23,20.3,16.2,CAMPO DE MAYO AERO
2023-10-23,27,19.4,CATAMARCA AERO
2023-10-23,30.2,21.8,CERES AERO
2023-10-23,28.5,19.8,CHAMICAL AERO
2023-10-23,17.8,7.6,CHAPELCO AERO
2023-10-23,28,18,CHEPES
2023-10-23,29.5,19.5,CHILECITO AERO
2023-10-23,14.5,9.2,CIPOLLETTI
2023-10-23,14.7,6.8,COMODORO RIVADAVIA AERO
2023-10-23,27.2,20.8,CONCORDIA AERO
2023-10-23,26.8,16.2,CORDOBA AERO
2023-10-23,26.3,16.9,CORDOBA OBSERVATORIO
2023-10-23,17.7,11.5,CORONEL SUAREZ AERO
2023-10-23,28.2,21,CORRIENTES AERO
2023-10-23,,14.1,DOLORES AERO
2023-10-23,20.9,7.5,EL BOLSON AERO
2023-10-23,16.9,1,EL CALAFATE AERO
2023-10-23,20.8,16,EL PALOMAR AERO
2023-10-23,,16,ESCUELA DE AVIACION MILITAR AERO
2023-10-23,15.6,5.5,ESQUEL AERO
2023-10-23,19.8,15,EZEIZA AERO
2023-10-23,31.9,22.8,FORMOSA AERO
2023-10-23,20.4,14.5,GENERAL PICO AERO
2023-10-23,23.2,6.4,GOBERNADOR GREGORES AERO
2023-10-23,23.9,17.5,GUALEGUAYCHU AERO
2023-10-23,28.8,20.2,IGUAZU AERO
2023-10-23,25.7,21,ITUZAINGO
2023-10-23,26.5,14.5,JACHAL
2023-10-23,33.6,22.6,JUJUY AERO
2023-10-23,32.4,19,JUJUY U N
2023-10-23,20.1,15.4,JUNIN AERO
2023-10-23,18.5,14.8,LA PLATA AERO
2023-10-23,21.4,7.7,LA QUIACA OBSERVATORIO
2023-10-23,27.4,19.7,LA RIOJA AERO
2023-10-23,21,15,LABOULAYE AERO
2023-10-23,18.5,13,LAS FLORES
2023-10-23,44,30,LAS LOMITAS
2023-10-23,21.4,4.8,MALARGUE AERO
2023-10-23,11.5,7.1,MAQUINCHAO
2023-10-23,15.7,11.9,MAR DEL PLATA AERO
2023-10-23,25.6,16.4,MARCOS JUAREZ AERO
2023-10-23,22.4,15.5,MARIANO MORENO AERO
2023-10-23,26,15,MENDOZA AERO
2023-10-23,23.2,13.6,MENDOZA OBSERVATORIO
2023-10-23,23.2,20.5,MERCEDES AERO (CTES)
2023-10-23,21.5,15.4,MERLO AERO
2023-10-23,30.9,22,METAN
2023-10-23,24.8,20.8,MONTE CASEROS AERO
2023-10-23,21.9,15.5,MORON AERO
2023-10-23,15.2,9.2,NEUQUEN AERO
2023-10-23,20.4,14.2,NUEVE DE JULIO
2023-10-23,26,18,OBERA
2023-10-23,18.6,10.9,OLAVARRIA AERO
2023-10-23,39,27.9,ORAN AERO
2023-10-23,28,20,PARANA AERO
2023-10-23,18.4,1.7,PASO DE INDIOS
2023-10-23,22.6,20.5,PASO DE LOS LIBRES AERO
2023-10-23,20.9,13.4,PEHUAJO AERO
2023-10-23,22.2,2,PERITO MORENO AERO
2023-10-23,16.6,9.4,PIGUE AERO
2023-10-23,24.3,16.4,PILAR OBSERVATORIO
2023-10-23,25.6,21.1,POSADAS AERO
2023-10-23,36,23.5,PRESIDENCIA ROQUE SAENZ PEﾑA AERO
2023-10-23,15,2.2,PUERTO DESEADO AERO
2023-10-23,12.8,7.8,PUERTO MADRYN AERO
2023-10-23,17.6,15.2,PUNTA INDIO B.A.
2023-10-23,32.1,19.7,RAFAELA AERO
2023-10-23,25.9,20.6,RECONQUISTA AERO
2023-10-23,29.5,21.9,RESISTENCIA AERO
2023-10-23,20.2,14,RIO CUARTO AERO
2023-10-23,24.4,1.8,RIO GALLEGOS AERO
2023-10-23,16,-1,RIO GRANDE B.A.
2023-10-23,34.5,27.3,RIVADAVIA
2023-10-23,26,17,ROSARIO AERO
2023-10-23,31.2,17.8,SALTA AERO
2023-10-23,14.4,9.5,SAN ANTONIO OESTE AERO
2023-10-23,20.3,16.2,SAN FERNANDO AERO
2023-10-23,28.4,16.2,SAN JUAN AERO
2023-10-23,20.2,6.4,SAN JULIAN AERO
2023-10-23,23.8,15.3,SAN LUIS AERO
2023-10-23,24.7,14.6,SAN MARTIN (MZA)
2023-10-23,17.6,13.6,SAN RAFAEL AERO
2023-10-23,23,3.4,SANTA CRUZ AERO
2023-10-23,17.7,12.4,SANTA ROSA AERO
2023-10-23,29.5,,SANTA ROSA DE CONLARA AERO
2023-10-23,29.5,21.8,SANTIAGO DEL ESTERO AERO
2023-10-23,28.7,19.7,SAUCE VIEJO AERO
2023-10-23,31.1,20.5,SUNCHALES AERO
2023-10-23,18.5,10.3,TANDIL AERO
2023-10-23,,20.2,TARTAGAL AERO
2023-10-23,28.8,23,TERMAS DE RIO HONDO AERO
2023-10-23,32.5,17.5,TINOGASTA
2023-10-23,15.8,8,TRELEW AERO
2023-10-23,23.4,14,TRENQUE LAUQUEN
2023-10-23,16.2,10.5,TRES ARROYOS
2023-10-23,24.2,21.5,TUCUMAN AERO
2023-10-23,17.1,4.3,USHUAIA AERO
2023-10-23,24.5,9.2,USPALLATA
2023-10-23,23,15.9,VENADO TUERTO AERO
2023-10-23,17.8,13,VICTORICA
2023-10-23,16.6,10.8,VIEDMA AERO
2023-10-23,25.5,19.2,VILLA DE MARIA DEL RIO SECO
2023-10-23,28.9,18,VILLA DOLORES AERO
2023-10-23,16.9,13.1,VILLA GESELL AERO
2023-10-23,17.1,,VILLA REYNOLDS AERO
2023-10-22,24,18.4,AEROPARQUE AERO
2023-10-22,23.8,13.5,AZUL AERO
2023-10-22,19.1,12,BAHIA BLANCA AERO
2023-10-22,21.5,2.1,BARILOCHE AERO
2023-10-22,-7.5,-14.1,BASE BELGRANO II
2023-10-22,-0.4,-4.2,BASE CARLINI (EX JUBANY)
2023-10-22,0.6,-6.2,BASE ESPERANZA
2023-10-22,-3.3,-11.2,BASE MARAMBIO
2023-10-22,0.8,-10.2,BASE ORCADAS
2023-10-22,-1.1,-11.1,BASE SAN MARTIN
2023-10-22,23.5,12.9,BENITO JUAREZ AERO
2023-10-22,27.6,18.8,BERNARDO DE IRIGOYEN AERO
2023-10-22,24.5,14.5,BOLIVAR AERO
2023-10-22,27.4,19,BUENOS AIRES OBSERVATORIO
2023-10-22,27,15.7,CAMPO DE MAYO AERO
2023-10-22,39.5,23.2,CATAMARCA AERO
2023-10-22,31.9,23.5,CERES AERO
2023-10-22,35,23.6,CHAMICAL AERO
2023-10-22,20,1,CHAPELCO AERO
2023-10-22,29.5,16,CHEPES
2023-10-22,34.5,19.5,CHILECITO AERO
2023-10-22,19,10.8,CIPOLLETTI
2023-10-22,18,3.2,COMODORO RIVADAVIA AERO
2023-10-22,26.8,21.2,CONCORDIA AERO
2023-10-22,27.5,17.6,CORDOBA AERO
2023-10-22,29.6,17.8,CORDOBA OBSERVATORIO
2023-10-22,23.6,13.6,CORONEL SUAREZ AERO
2023-10-22,39.8,27,CORRIENTES AERO
2023-10-22,,15.1,DOLORES AERO
2023-10-22,24.2,2.5,EL BOLSON AERO
2023-10-22,15.9,5,EL CALAFATE AERO
2023-10-22,27.5,18.3,EL PALOMAR AERO
2023-10-22,,20.6,ESCUELA DE AVIACION MILITAR AERO
2023-10-22,20.7,2,ESQUEL AERO
2023-10-22,28,16.6,EZEIZA AERO
2023-10-22,41,27.3,FORMOSA AERO
2023-10-22,23.7,15.5,GENERAL PICO AERO
2023-10-22,15,-0.5,GOBERNADOR GREGORES AERO
2023-10-22,26,20,GUALEGUAYCHU AERO
2023-10-22,32.5,20.9,IGUAZU AERO
2023-10-22,32,25,ITUZAINGO
2023-10-22,29.5,14.5,JACHAL
2023-10-22,40,21.6,JUJUY AERO
2023-10-22,38.1,17.9,JUJUY U N
2023-10-22,27,15.3,JUNIN AERO
2023-10-22,25,17,LA PLATA AERO
2023-10-22,24,8.2,LA QUIACA OBSERVATORIO
2023-10-22,36.3,24.4,LA RIOJA AERO
2023-10-22,25.4,17.1,LABOULAYE AERO
2023-10-22,21.5,15,LAS FLORES
2023-10-22,44.8,28,LAS LOMITAS
2023-10-22,20,10.5,MALARGUE AERO
2023-10-22,19.5,4.6,MAQUINCHAO
2023-10-22,18.2,12.2,MAR DEL PLATA AERO
2023-10-22,30.5,18.8,MARCOS JUAREZ AERO
2023-10-22,27,18,MARIANO MORENO AERO
2023-10-22,28.2,19.2,MENDOZA AERO
2023-10-22,25.5,18.4,MENDOZA OBSERVATORIO
2023-10-22,27,21,MERCEDES AERO (CTES)
2023-10-22,28,17.5,MERLO AERO
2023-10-22,38.8,22.4,METAN
2023-10-22,27,20.9,MONTE CASEROS AERO
2023-10-22,27.4,17.9,MORON AERO
2023-10-22,19.2,10.9,NEUQUEN AERO
2023-10-22,22.4,15.4,NUEVE DE JULIO
2023-10-22,,,OBERA
2023-10-22,24,14.2,OLAVARRIA AERO
2023-10-22,42,24.1,ORAN AERO
2023-10-22,26.6,21.8,PARANA AERO
2023-10-22,21.7,0.6,PASO DE INDIOS
2023-10-22,26,21.3,PASO DE LOS LIBRES AERO
2023-10-22,24.8,15.7,PEHUAJO AERO
2023-10-22,,-2,PERITO MORENO AERO
2023-10-22,24,12.4,PIGUE AERO
2023-10-22,28.4,18.6,PILAR OBSERVATORIO
2023-10-22,32.5,25,POSADAS AERO
2023-10-22,44.2,28.2,PRESIDENCIA ROQUE SAENZ PEﾑA AERO
2023-10-22,16.6,3,PUERTO DESEADO AERO
2023-10-22,15,5.4,PUERTO MADRYN AERO
2023-10-22,22.4,17,PUNTA INDIO B.A.
2023-10-22,27,23,RAFAELA AERO
2023-10-22,30.5,24.2,RECONQUISTA AERO
2023-10-22,42.5,27.4,RESISTENCIA AERO
2023-10-22,27,13.7,RIO CUARTO AERO
2023-10-22,17.6,7.6,RIO GALLEGOS AERO
2023-10-22,13.9,3.4,RIO GRANDE B.A.
2023-10-22,45,27.8,RIVADAVIA
2023-10-22,25.8,17.8,ROSARIO AERO
2023-10-22,38,16.1,SALTA AERO
2023-10-22,14.8,10,SAN ANTONIO OESTE AERO
2023-10-22,26.3,18.5,SAN FERNANDO AERO
2023-10-22,30.2,20,SAN JUAN AERO
2023-10-22,16.5,3.9,SAN JULIAN AERO
2023-10-22,23.5,17,SAN LUIS AERO
2023-10-22,28.6,18.3,SAN MARTIN (MZA)
2023-10-22,25.3,15.8,SAN RAFAEL AERO
2023-10-22,15.5,0.4,SANTA CRUZ AERO
2023-10-22,21.9,15,SANTA ROSA AERO
2023-10-22,32.2,,SANTA ROSA DE CONLARA AERO
2023-10-22,41.2,24,SANTIAGO DEL ESTERO AERO
2023-10-22,27.2,22.4,SAUCE VIEJO AERO
2023-10-22,27.8,23.4,SUNCHALES AERO
2023-10-22,23.6,13.6,TANDIL AERO
2023-10-22,,22,TARTAGAL AERO
2023-10-22,41.2,22,TERMAS DE RIO HONDO AERO
2023-10-22,37.5,16.5,TINOGASTA
2023-10-22,17.2,4.3,TRELEW AERO
2023-10-22,24.5,15.7,TRENQUE LAUQUEN
2023-10-22,23.2,12,TRES ARROYOS
2023-10-22,40.7,22.9,TUCUMAN AERO
2023-10-22,10.1,3.8,USHUAIA AERO
2023-10-22,20.9,13,USPALLATA
2023-10-22,25.2,18,VENADO TUERTO AERO
2023-10-22,22,14,VICTORICA
2023-10-22,14.6,11.2,VIEDMA AERO
2023-10-22,29,21.4,VILLA DE MARIA DEL RIO SECO
2023-10-22,34,18.9,VILLA DOLORES AERO
2023-10-22,19.8,13.7,VILLA GESELL AERO
2023-10-22,,15.8,VILLA REYNOLDS AERO
2023-10-21,23,17,AEROPARQUE AERO
2023-10-21,24.1,9.6,AZUL AERO
2023-10-21,28,16,BAHIA BLANCA AERO
2023-10-21,21.8,4.2,BARILOCHE AERO
2023-10-21,-6,-11.7,BASE BELGRANO II
2023-10-21,1.4,-2.5,BASE CARLINI (EX JUBANY)
2023-10-21,5.3,-5.8,BASE ESPERANZA
2023-10-21,1.3,-8,BASE MARAMBIO
2023-10-21,1.7,-1.5,BASE ORCADAS
2023-10-21,-6.6,-11.3,BASE SAN MARTIN
2023-10-21,25.2,11.8,BENITO JUAREZ AERO
2023-10-21,29,18.3,BERNARDO DE IRIGOYEN AERO
2023-10-21,24.7,11.5,BOLIVAR AERO
2023-10-21,24.5,17.2,BUENOS AIRES OBSERVATORIO
2023-10-21,24.5,15.8,CAMPO DE MAYO AERO
2023-10-21,37.2,22.9,CATAMARCA AERO
2023-10-21,35.5,22.2,CERES AERO
2023-10-21,36.2,21.5,CHAMICAL AERO
2023-10-21,24.4,7,CHAPELCO AERO
2023-10-21,35,18,CHEPES
2023-10-21,35,16.5,CHILECITO AERO
2023-10-21,27.5,13.2,CIPOLLETTI
2023-10-21,16.2,4.5,COMODORO RIVADAVIA AERO
2023-10-21,31.2,20,CONCORDIA AERO
2023-10-21,34.5,19.6,CORDOBA AERO
2023-10-21,34.5,20.8,CORDOBA OBSERVATORIO
2023-10-21,23,11,CORONEL SUAREZ AERO
2023-10-21,35.2,22,CORRIENTES AERO
2023-10-21,,14.1,DOLORES AERO
2023-10-21,22,3.5,EL BOLSON AERO
2023-10-21,13.9,2.5,EL CALAFATE AERO
2023-10-21,25,16,EL PALOMAR AERO
2023-10-21,,20,ESCUELA DE AVIACION MILITAR AERO
2023-10-21,18.8,1.5,ESQUEL AERO
2023-10-21,24.5,15,EZEIZA AERO
2023-10-21,37.4,22.1,FORMOSA AERO
2023-10-21,29.4,14.5,GENERAL PICO AERO
2023-10-21,16.5,3,GOBERNADOR GREGORES AERO
2023-10-21,28.2,18.8,GUALEGUAYCHU AERO
2023-10-21,33,20.6,IGUAZU AERO
2023-10-21,33,22,ITUZAINGO
2023-10-21,30.5,13.6,JACHAL
2023-10-21,34,17.2,JUJUY AERO
2023-10-21,32,13.9,JUJUY U N
2023-10-21,24.1,15.6,JUNIN AERO
2023-10-21,23.7,15.3,LA PLATA AERO
2023-10-21,23.4,7.4,LA QUIACA OBSERVATORIO
2023-10-21,37.2,21.2,LA RIOJA AERO
2023-10-21,31.6,19.9,LABOULAYE AERO
2023-10-21,26,13.5,LAS FLORES
2023-10-21,42.1,24.5,LAS LOMITAS
2023-10-21,26.2,8,MALARGUE AERO
2023-10-21,19,1.8,MAQUINCHAO
2023-10-21,21.7,11.8,MAR DEL PLATA AERO
2023-10-21,31.5,21.8,MARCOS JUAREZ AERO
2023-10-21,24.5,17.4,MARIANO MORENO AERO
2023-10-21,31.2,20,MENDOZA AERO
2023-10-21,30.1,17.9,MENDOZA OBSERVATORIO
2023-10-21,31.2,20.2,MERCEDES AERO (CTES)
2023-10-21,25.2,17.2,MERLO AERO
2023-10-21,35.2,16.4,METAN
2023-10-21,31.2,20.4,MONTE CASEROS AERO
2023-10-21,24.7,17.5,MORON AERO
2023-10-21,28.3,10.5,NEUQUEN AERO
2023-10-21,24.5,,NUEVE DE JULIO
2023-10-21,34,21,OBERA
2023-10-21,24.1,11.1,OLAVARRIA AERO
2023-10-21,39,24.1,ORAN AERO
2023-10-21,30.9,21.1,PARANA AERO
2023-10-21,19.5,5,PASO DE INDIOS
2023-10-21,30,20,PASO DE LOS LIBRES AERO
2023-10-21,25.5,13,PEHUAJO AERO
2023-10-21,16.9,3,PERITO MORENO AERO
2023-10-21,23.6,13.3,PIGUE AERO
2023-10-21,33.6,20.5,PILAR OBSERVATORIO
2023-10-21,33.5,21.9,POSADAS AERO
2023-10-21,40.3,22.2,PRESIDENCIA ROQUE SAENZ PEﾑA AERO
2023-10-21,12.8,3,PUERTO DESEADO AERO
2023-10-21,20.6,8,PUERTO MADRYN AERO
2023-10-21,22.3,15.5,PUNTA INDIO B.A.
2023-10-21,32.5,21,RAFAELA AERO
2023-10-21,34.7,20,RECONQUISTA AERO
2023-10-21,36.7,22,RESISTENCIA AERO
2023-10-21,32.5,19.4,RIO CUARTO AERO
2023-10-21,14.1,2.4,RIO GALLEGOS AERO
2023-10-21,12.6,1.6,RIO GRANDE B.A.
2023-10-21,42,23.3,RIVADAVIA
2023-10-21,27.6,20.9,ROSARIO AERO
2023-10-21,32,12.1,SALTA AERO
2023-10-21,19.7,11.2,SAN ANTONIO OESTE AERO
2023-10-21,23.8,16.9,SAN FERNANDO AERO
2023-10-21,33.5,18.7,SAN JUAN AERO
2023-10-21,15,1.3,SAN JULIAN AERO
2023-10-21,33,20,SAN LUIS AERO
2023-10-21,33.1,18.3,SAN MARTIN (MZA)
2023-10-21,27,15.1,SAN RAFAEL AERO
2023-10-21,16.3,1.7,SANTA CRUZ AERO
2023-10-21,22.6,14.2,SANTA ROSA AERO
2023-10-21,34.8,,SANTA ROSA DE CONLARA AERO
2023-10-21,37.7,20.8,SANTIAGO DEL ESTERO AERO
2023-10-21,31.5,21.4,SAUCE VIEJO AERO
2023-10-21,33.5,21.4,SUNCHALES AERO
2023-10-21,25.5,9.3,TANDIL AERO
2023-10-21,,19.4,TARTAGAL AERO
2023-10-21,37,20.5,TERMAS DE RIO HONDO AERO
2023-10-21,37,14,TINOGASTA
2023-10-21,19,7.6,TRELEW AERO
2023-10-21,27.3,14.6,TRENQUE LAUQUEN
2023-10-21,26.1,12.7,TRES ARROYOS
2023-10-21,38.7,17,TUCUMAN AERO
2023-10-21,9,3.8,USHUAIA AERO
2023-10-21,25,13,USPALLATA
2023-10-21,27,20,VENADO TUERTO AERO
2023-10-21,24.8,16.7,VICTORICA
2023-10-21,23.4,12.3,VIEDMA AERO
2023-10-21,34.5,21.6,VILLA DE MARIA DEL RIO SECO
2023-10-21,36.2,19,VILLA DOLORES AERO
2023-10-21,23.5,12,VILLA GESELL AERO
2023-10-21,35,15.5,VILLA REYNOLDS AERO
2023-10-20,22.5,15.6,AEROPARQUE AERO
2023-10-20,24.4,7.3,AZUL AERO
2023-10-20,27,8.6,BAHIA BLANCA AERO
2023-10-20,20.9,2.7,BARILOCHE AERO
2023-10-20,-7,-15.1,BASE BELGRANO II
2023-10-20,0.2,-2.5,BASE CARLINI (EX JUBANY)
2023-10-20,0.7,-4.6,BASE ESPERANZA
2023-10-20,1.9,-13.4,BASE MARAMBIO
2023-10-20,3,-1.4,BASE ORCADAS
2023-10-20,-5.7,-9.8,BASE SAN MARTIN
2023-10-20,22.7,9.3,BENITO JUAREZ AERO
2023-10-20,25.4,15.8,BERNARDO DE IRIGOYEN AERO
2023-10-20,27.6,8,BOLIVAR AERO
2023-10-20,24.6,15,BUENOS AIRES OBSERVATORIO
2023-10-20,25.5,11.5,CAMPO DE MAYO AERO
2023-10-20,35.4,20.4,CATAMARCA AERO
2023-10-20,31,15.4,CERES AERO
2023-10-20,32.8,17,CHAMICAL AERO
2023-10-20,23.5,4.2,CHAPELCO AERO
2023-10-20,33,16,CHEPES
2023-10-20,32.5,12.2,CHILECITO AERO
2023-10-20,27,15.2,CIPOLLETTI
2023-10-20,18.1,8.7,COMODORO RIVADAVIA AERO
2023-10-20,23.4,17.9,CONCORDIA AERO
2023-10-20,31.2,8.4,CORDOBA AERO
2023-10-20,31.1,13,CORDOBA OBSERVATORIO
2023-10-20,23.8,6.5,CORONEL SUAREZ AERO
2023-10-20,24.8,17.7,CORRIENTES AERO
2023-10-20,,11.1,DOLORES AERO
2023-10-20,22.7,5.3,EL BOLSON AERO
2023-10-20,14.5,1.5,EL CALAFATE AERO
2023-10-20,25,13.5,EL PALOMAR AERO
2023-10-20,,8.5,ESCUELA DE AVIACION MILITAR AERO
2023-10-20,17.2,5.6,ESQUEL AERO
2023-10-20,25.5,10.5,EZEIZA AERO
2023-10-20,28,20.1,FORMOSA AERO
2023-10-20,31.2,10,GENERAL PICO AERO
2023-10-20,17.5,7,GOBERNADOR GREGORES AERO
2023-10-20,27.8,14.1,GUALEGUAYCHU AERO
2023-10-20,27.6,17.9,IGUAZU AERO
2023-10-20,27.8,19,ITUZAINGO
2023-10-20,31.5,6.5,JACHAL
2023-10-20,30.5,17.1,JUJUY AERO
2023-10-20,28.7,14.1,JUJUY U N
2023-10-20,29.1,9.5,JUNIN AERO
2023-10-20,23,11.8,LA PLATA AERO
2023-10-20,23.4,5.5,LA QUIACA OBSERVATORIO
2023-10-20,35.4,15.1,LA RIOJA AERO
2023-10-20,32.5,9,LABOULAYE AERO
2023-10-20,24.5,8,LAS FLORES
2023-10-20,31,18.4,LAS LOMITAS
2023-10-20,28,7.4,MALARGUE AERO
2023-10-20,22.5,4.2,MAQUINCHAO
2023-10-20,18.3,8.9,MAR DEL PLATA AERO
2023-10-20,31.2,9.2,MARCOS JUAREZ AERO
2023-10-20,25.5,13.5,MARIANO MORENO AERO
2023-10-20,30.8,12.6,MENDOZA AERO
2023-10-20,28.7,13.6,MENDOZA OBSERVATORIO
2023-10-20,25.2,17.5,MERCEDES AERO (CTES)
2023-10-20,25.8,12,MERLO AERO
2023-10-20,31.3,15.9,METAN
2023-10-20,26.6,17.8,MONTE CASEROS AERO
2023-10-20,25.5,15.3,MORON AERO
2023-10-20,27.2,16,NEUQUEN AERO
2023-10-20,28.5,10.3,NUEVE DE JULIO
2023-10-20,28,18,OBERA
2023-10-20,24.3,8.9,OLAVARRIA AERO
2023-10-20,33.2,19.9,ORAN AERO
2023-10-20,26.9,13.6,PARANA AERO
2023-10-20,19.5,8.2,PASO DE INDIOS
2023-10-20,26.1,17.7,PASO DE LOS LIBRES AERO
2023-10-20,29.2,8,PEHUAJO AERO
2023-10-20,14.7,5,PERITO MORENO AERO
2023-10-20,23.6,8.3,PIGUE AERO
2023-10-20,30.3,10.4,PILAR OBSERVATORIO
2023-10-20,28.6,19.1,POSADAS AERO
2023-10-20,26.9,17.3,PRESIDENCIA ROQUE SAENZ PEﾑA AERO
2023-10-20,15,6.6,PUERTO DESEADO AERO
2023-10-20,19.2,11,PUERTO MADRYN AERO
2023-10-20,20.5,14,PUNTA INDIO B.A.
2023-10-20,27.2,11,RAFAELA AERO
2023-10-20,24.9,17.3,RECONQUISTA AERO
2023-10-20,25.2,18.1,RESISTENCIA AERO
2023-10-20,30.4,11.7,RIO CUARTO AERO
2023-10-20,17.6,0.7,RIO GALLEGOS AERO
2023-10-20,13,1.4,RIO GRANDE B.A.
2023-10-20,34,19.3,RIVADAVIA
2023-10-20,28.9,10.3,ROSARIO AERO
2023-10-20,28.8,15.3,SALTA AERO
2023-10-20,28,13.6,SAN ANTONIO OESTE AERO
2023-10-20,23.4,13.9,SAN FERNANDO AERO
2023-10-20,32.7,11.5,SAN JUAN AERO
2023-10-20,14.5,6.3,SAN JULIAN AERO
2023-10-20,32.4,17.1,SAN LUIS AERO
2023-10-20,32.6,11.3,SAN MARTIN (MZA)
2023-10-20,31.4,10.5,SAN RAFAEL AERO
2023-10-20,16.8,2.9,SANTA CRUZ AERO
2023-10-20,29.1,8.7,SANTA ROSA AERO
2023-10-20,33.1,,SANTA ROSA DE CONLARA AERO
2023-10-20,33.2,17.3,SANTIAGO DEL ESTERO AERO
2023-10-20,28.1,13,SAUCE VIEJO AERO
2023-10-20,28.4,11.7,SUNCHALES AERO
2023-10-20,23,6.5,TANDIL AERO
2023-10-20,,18.5,TARTAGAL AERO
2023-10-20,32.9,17.2,TERMAS DE RIO HONDO AERO
2023-10-20,33.5,10.5,TINOGASTA
2023-10-20,20.4,11,TRELEW AERO
2023-10-20,29.9,10.4,TRENQUE LAUQUEN
2023-10-20,24.7,8.6,TRES ARROYOS
2023-10-20,33.2,14.4,TUCUMAN AERO
2023-10-20,11.4,3,USHUAIA AERO
2023-10-20,28,9.8,USPALLATA
2023-10-20,30.5,8,VENADO TUERTO AERO
2023-10-20,30.5,9.9,VICTORICA
2023-10-20,28.1,12.6,VIEDMA AERO
2023-10-20,30.2,10,VILLA DE MARIA DEL RIO SECO
2023-10-20,33.9,14.2,VILLA DOLORES AERO
2023-10-20,20.8,10,VILLA GESELL AERO
2023-10-20,34,6.3,VILLA REYNOLDS AERO
2023-10-19,19.5,14.6,AEROPARQUE AERO
2023-10-19,22.1,8.5,AZUL AERO
2023-10-19,23.2,11,BAHIA BLANCA AERO
2023-10-19,19.8,7.7,BARILOCHE AERO
2023-10-19,-14.6,-25.1,BASE BELGRANO II
2023-10-19,2.8,-1.4,BASE CARLINI (EX JUBANY)
2023-10-19,2.4,-9.4,BASE ESPERANZA
2023-10-19,-0.1,-12.2,BASE MARAMBIO
2023-10-19,4.4,-0.2,BASE ORCADAS
2023-10-19,0.2,-7.2,BASE SAN MARTIN
2023-10-19,20.7,8.5,BENITO JUAREZ AERO
2023-10-19,21.4,17.3,BERNARDO DE IRIGOYEN AERO
2023-10-19,22.6,8,BOLIVAR AERO
2023-10-19,20.7,14.7,BUENOS AIRES OBSERVATORIO
2023-10-19,21,12.7,CAMPO DE MAYO AERO
2023-10-19,29.6,13.4,CATAMARCA AERO
2023-10-19,25.1,16,CERES AERO
2023-10-19,28.5,14.8,CHAMICAL AERO
2023-10-19,22.8,7.4,CHAPELCO AERO
2023-10-19,29,10,CHEPES
2023-10-19,27,9.5,CHILECITO AERO
2023-10-19,27.5,9,CIPOLLETTI
2023-10-19,24.1,13.4,COMODORO RIVADAVIA AERO
2023-10-19,23.6,13.2,CONCORDIA AERO
2023-10-19,27,8.3,CORDOBA AERO
2023-10-19,29,11.2,CORDOBA OBSERVATORIO
2023-10-19,20.8,8.4,CORONEL SUAREZ AERO
2023-10-19,20.6,16.6,CORRIENTES AERO
2023-10-19,,10.7,DOLORES AERO
2023-10-19,22.3,9,EL BOLSON AERO
2023-10-19,17.9,5,EL CALAFATE AERO
2023-10-19,21.6,14.5,EL PALOMAR AERO
2023-10-19,,8,ESCUELA DE AVIACION MILITAR AERO
2023-10-19,17.2,8.5,ESQUEL AERO
2023-10-19,21,12.5,EZEIZA AERO
